TF326309	ARHGAP19
TF315551	LGALS13
TF315551	LGALS9
TF315551	LGALS1
TF315551	LGALS4
TF315551	LGALS2
TF315551	LGALS7
TF315551	LGALS7
TF315551	LGALS8
TF315551	HSPC159
TF105947	BCKDHB
TF314183	XPNPEP1
TF314183	XPNPEP2
TF333209	TERF2
TF333209	TERF1
TF314090	STX16
TF328856	FLJ11506
TF323157	IPO4
TF106432	SUPV3L1
TF324259	NUP107
TF323992	FSCN3
TF323992	FSCN1
TF323992	FSCN2
TF330663	ACCN2
TF330663	SCNN1D
TF330663	ACCN3
TF330663	ACCN4
TF330663	SCNN1A
TF330663	SCNN1G
TF330663	SCNN1B
TF330663	ACCN1
TF313947	KCNK16
TF313947	KCNK1
TF313947	KCNK13
TF313947	KCNK10
TF313947	KCNK12
TF313947	KCNK15
TF313947	KCNK3
TF313947	KCNK9
TF313947	KCNK7
TF313947	KCNK17
TF313947	KCNK2
TF313947	KCNK4
TF313947	KCNK6
TF313947	KCNK5
TF316289	SENP1
TF316289	SENP2
TF316289	SENP3
TF314605	AP3B1
TF314605	AP3B2
TF324513	PTEN_%28gene%29
TF324513	TPTE
TF318828	SART1
TF332405	PEA15
TF329353	Major_vault_protein
TF320641	Exosome_component_7
TF106139	MRPL32
TF324359	Sobp
TF106361	INSL3
TF323637	PDF_%28gene%29
TF106229	PSMC6
TF333466	BAMBI
TF314043	3-hydroxyisobutyrate_dehydrogenase
TF351104	OPCML
TF351104	HNT
TF351104	NEGR1
TF330032	Autotaxin
TF330032	ENPP7
TF330032	ENPP3
TF330032	Ectonucleotide_pyrophosphatase/phosphodiesterase_1
TF313148	PISD_%28gene%29
TF317123	C6orf166
TF105898	TSSK2
TF334321	CIDEA
TF315192	Neprilysin
TF315192	ECEL1
TF315192	Endothelin_converting_enzyme_1
TF315192	PHEX
TF319595	Small_nuclear_ribonucleoprotein_D2
TF105193	ABCB4
TF105193	ABCB5
TF105193	P-glycoprotein
TF105193	ABCB11
TF315541	ATG16L1
TF337249	OR10T2
TF337249	OR10K2
TF337249	OR10R2
TF337249	OR10Z1
TF337249	OR10K1
TF333180	Polyamine-modulated_factor_1
TF103007	POLE2
TF313913	MRPL4
TF314804	GPR107
TF313103	KCNA2
TF313103	KCND2
TF313103	KCNG4
TF313103	KCNV1
TF313103	KCNG3
TF313103	KCNS2
TF313103	KCNF1
TF313103	KCNG2
TF313103	KCND1
TF313103	KCNA6
TF313103	Kv1.1
TF313103	KCNB2
TF313103	KCNS3
TF313103	KCNA3
TF313103	KCNV2
TF313103	KCNA10
TF313103	KCNS1
TF313103	KCNA7
TF313103	KCNA5
TF313103	KCNA4
TF313103	KCND3
TF313103	KCNG1
TF313103	KCNB1
TF333068	TMEM25
TF105667	USP7
TF315107	MEX3D
TF315107	MEX3B
TF343690	VAC14
TF103048	POLR3C
TF335984	Interleukin_6
TF313348	NACA_%28gene%29
TF351865	PPIL4
TF315232	GRIA4
TF315232	GRID1
TF315232	GRIA3
TF315232	GRIA1
TF315232	GRID2
TF315232	GRIA2
TF326553	SPINT2
TF331549	Interleukin_5_receptor_alpha_subunit
TF331549	IL3RA
TF331549	Interleukin_13_receptor%2C_alpha_1
TF331549	Granulocyte_macrophage_colony-stimulating_factor_receptor
TF331549	IL13RA2
TF337116	SYNE2
TF313504	REXO4
TF317840	Discoidin_domain-containing_receptor_2
TF317840	DDR1
TF333388	NSL1
TF331107	CEP55
TF313726	DAP3
TF329310	PTTG1IP
TF350620	FOXH1
TF105036	UQCRH
TF315190	SMEK2
TF106106	NDUFA12
TF106336	PCYT1B
TF106336	PCYT1A
TF314511	PEX12
TF313970	PHKA2
TF313970	Phosphorylase_kinase%2C_alpha_1
TF313970	PHKB
TF328622	DDX50
TF328622	DDX21
TF313815	CBARA1
TF106348	NUDT1
TF332938	TGF_alpha
TF332938	Betacellulin
TF325887	ARHGEF2
TF325887	AKAP13
TF351403	GUCY1A3
TF351403	GUCY1B3
TF351403	GUCY1A2
TF105791	DPYD
TF331274	RAI14
TF331274	UACA
TF300655	Prolyl_endopeptidase
TF300872	RPS5
TF335891	TAS2R42
TF335891	TAS2R9
TF335891	TAS2R13
TF335891	TAS2R1
TF335891	TAS2R20
TF335891	TAS2R10
TF335891	TAS2R7
TF335891	TAS2R40
TF335891	VN1R4
TF335891	TAS2R43
TF335891	TAS2R60
TF335891	TAS2R31
TF335891	VN1R1
TF335891	TAS2R50
TF335891	TAS2R38
TF335891	TAS2R16
TF335891	TAS2R3
TF335891	TAS2R5
TF335891	TAS2R8
TF335891	TAS2R46
TF335891	TAS2R19
TF335891	TAS2R41
TF335891	TAS2R4
TF335891	TAS2R14
TF335891	TAS2R39
TF335891	TAS2R30
TF335891	VN1R2
TF315411	RALBP1
TF329487	GAB1
TF329487	GAB2
TF330343	Centromere_protein_E
TF313885	Mitochondrial_ferritin
TF313885	FTH1
TF313885	Ferritin_light_chain
TF336383	Interleukin_13
TF336383	Interleukin_4
TF313184	RAPGEF5
TF313184	RAPGEF2
TF313184	RAPGEF3
TF313184	RAPGEF4
TF313184	RAPGEF6
TF320166	I%CE%BAB%CE%B1
TF320166	NFKBIB
TF320166	NFKBIE
TF320166	BCL3
TF105005	YME1L1
TF320327	HNF1A
TF320327	HNF1B
TF315701	SLC46A1
TF315059	MRPS18B
TF106427	ARID4B
TF106427	ARID4A
TF318935	Drebrin-like
TF318935	DBN1
TF318935	Cortactin
TF318935	HCLS1
TF329516	PLEKHA1
TF314173	NPLOC4
TF106181	SIRT3
TF106181	SIRT2
TF105133	SOD3
TF106443	EHMT2
TF328814	RGS12
TF328814	RGS14
TF324047	TUBGCP2
TF300260	RPL37
TF102033	PIK3R3
TF102033	PIK3R2
TF102033	PIK3R1
TF325759	GSTT1
TF325759	GSTT2
TF352211	PSMC5
TF105205	ABCD4
TF105205	ABCD2
TF105205	ABCD3
TF105205	ABCD1
TF314249	POLA2
TF300644	ACTR3B
TF300644	ACTR3
TF338636	CSPG5
TF105616	GTP_cyclohydrolase_I
TF351788	Growth_differentiation_factor-9
TF337444	CNTROB
TF105839	NOLA2
TF332037	C16orf7
TF332256	E3_binding_protein
TF300226	Cytochrome_c
TF330845	GIMAP5
TF330845	GIMAP4
TF337903	TCL1A
TF337903	MTCP1
TF300119	PARK7
TF105417	HIPK2
TF105417	HIPK3
TF105417	HIPK1
TF313693	ACY1
TF331319	KREMEN1
TF331319	PIK3IP1
TF105670	Phosphoglucomutase_3
TF315536	SYNJ2BP
TF323811	IQSEC2
TF323811	IQSEC1
TF315133	MPST
TF315133	TST_%28gene%29
TF323623	INTS3
TF336147	C1orf103
TF326005	EEF1E1
TF106470	RBBP9
TF313312	POLDIP3
TF313312	THOC4
TF312838	ATP1A3
TF312838	ATPase%2C_Na%2B/K%2B_transporting%2C_alpha_1
TF312838	ATP1A2
TF312838	ATP2C1
TF312838	ATP12A
TF312838	ATP1A4
TF323386	INTS6
TF321703	RIMS1
TF321703	RIMS2
TF315116	SUMO2
TF315116	SUMO3
TF315116	SUMO4
TF315116	Small_ubiquitin-related_modifier_1
TF328605	ODF2
TF352222	DDX20
TF312893	ACP2
TF312893	Prostatic_acid_phosphatase
TF331151	HAUS3
TF336444	CCNDBP1
TF336444	TMEM98
TF106144	UBE3C
TF332196	PRMT2
TF329881	NAV2
TF329881	NAV1
TF315804	SYPL1
TF315804	Synaptophysin
TF315804	SYNPR
TF316546	REPS2
TF316546	REPS1
TF101059	CDC37
TF337909	BEX2
TF337909	BEX1
TF337909	NGFRAP1
TF101160	NCAPG
TF318099	TBC1D3
TF318099	TBC1D3
TF318099	USP6NL
TF101235	ERCC5
TF313430	SLC27A5
TF313430	SLC27A6
TF313430	SLC27A4
TF313430	SLC27A2
TF313430	SLC27A3
TF313430	SLC27A1
TF332670	ZC3H13
TF330978	Indoleamine_2%2C3-dioxygenase
TF105308	NRF1
TF314177	REEP2
TF314177	REEP1
TF106220	PSMB4
TF325426	KIAA1333
TF325426	PHF6
TF335721	SRRM2
TF315654	MXD1
TF315654	MXI1
TF315654	MNT_%28gene%29
TF315654	MXD4
TF313575	LSM5
TF103050	POLR3E
TF350830	ZKSCAN1
TF351605	CDX1
TF351605	CDX2
TF105832	RP2_%28gene%29
TF300837	RHOB
TF300837	RhoC
TF300837	RHOA
TF105545	TP53BP2
TF105545	PPP1R13B
TF105545	PPP1R13L
TF300314	TUBA1A
TF300314	TUBA4A
TF300314	Alpha-tubulin_3C
TF300314	TUBA1C
TF300314	TUBA8
TF300314	TUBA1B
TF300314	Alpha-tubulin_3C
TF101023	Cyclin-dependent_kinase_5
TF312861	Angiotensin-converting_enzyme
TF312861	Angiotensin-converting_enzyme_2
TF333421	NRIP2
TF331748	MYOZ1
TF331748	MYOZ2
TF324704	NCOA5
TF333484	Cholesterylester_transfer_protein
TF314910	CAB39
TF314910	CAB39L
TF316849	FBN1
TF316849	LTBP3
TF316849	LTBP1_%28gene%29
TF316849	LTBP2
TF313481	PPM1D
TF323866	APAF1
TF323546	UVRAG
TF314287	MON2
TF350425	AHCTF1
TF300475	GroEL
TF351612	Aristaless_related_homeobox
TF351612	PRRX2
TF351612	PHOX2A
TF351612	PHOX2B
TF300298	TUBB4
TF300298	TUBB
TF300298	TUBB2C
TF300298	TUBB3
TF300298	TUBB1
TF300298	TUBB2A
TF300298	TUBB3
TF331660	RAVER1
TF323790	Amnionless
TF300755	NUBP2
TF101035	CDC2L1
TF328601	CFL2_%28gene%29
TF328601	Cofilin_1
TF105049	Hsp27
TF105049	HSPB2
TF105049	CRYAA
TF105049	HSPB2
TF105049	HSPB8
TF105049	HSPB6
TF105049	CRYAB
TF336103	LCN2
TF336103	Prostaglandin_D2_synthase
TF320443	SFRS17A
TF329411	SLC10A7
TF313496	B3GALTL
TF316350	Alpha-2B_adrenergic_receptor
TF316350	5-HT1D_receptor
TF316350	5-HT2A_receptor
TF316350	5-HT1A_receptor
TF316350	Alpha-2A_adrenergic_receptor
TF316350	5-HT1E_receptor
TF316350	5-HT1B_receptor
TF316350	Hypocretin_%28orexin%29_receptor_1
TF316350	5-HT2C_receptor
TF316350	Beta-3_adrenergic_receptor
TF316350	5-HT1F_receptor
TF316350	Beta-2_adrenergic_receptor
TF316350	5-HT2B_receptor
TF316350	5-HT5A_receptor
TF316350	Alpha-2C_adrenergic_receptor
TF316350	Beta-1_adrenergic_receptor
TF105540	PPP1R9A
TF333228	Telethonin
TF325047	HHEX
TF325047	LBX1
TF327169	HN1_%28gene%29
TF327169	HN1L
TF328863	CCNB1IP1
TF319755	PSD3
TF350845	ZNF664
TF350845	ZNF239
TF101142	CKS2
TF101142	CKS1B
TF323218	NUCB2
TF323218	NUCB1
TF337947	ZFP57
TF336070	CD8A
TF101077	CDCA8
TF105320	ALOX15B
TF105320	ALOX12
TF105320	ALOX12B
TF105320	ALOX15
TF105320	ALOXE3
TF105320	Arachidonate_5-lipoxygenase
TF351864	FUSIP1
TF351864	FUSIP1
TF324672	FBXO28
TF351753	5-HT6_receptor
TF321608	SURF6
TF314684	SURF1
TF105126	DUSP15
TF105126	DUSP22
TF336178	Colipase
TF324526	ARMC6
TF314108	FRG1
TF103043	POLR2H
TF350100	SGOL2
TF335586	C7orf11
TF328890	CLCC1
TF314618	ATP1B1
TF314618	ATP1B3
TF106251	SPAG1
TF343094	SERPINI2
TF343094	SERPINE2
TF343094	Antithrombin
TF343094	SERPINB1
TF343094	SERPINB6
TF343094	SERPINB13
TF343094	Plasminogen_activator_inhibitor-1
TF343094	SERPINB3
TF343094	SERPINB9
TF343094	Heat_shock_protein_47
TF343094	SERPINB4
TF343094	SERPINB7
TF343094	Maspin
TF343094	Plasminogen_activator_inhibitor-2
TF343094	Heparin_cofactor_II
TF343094	SERPINB8
TF343094	SERPINI1
TF315738	MRPS18A
TF300354	Dyskerin
TF329083	BAZ2A
TF105904	SEC63
TF323952	JUNB
TF323952	C-jun
TF323952	JunD
TF323952	ATF7
TF323952	Activating_transcription_factor_2
TF323952	CREB5
TF328397	M6PRBP1
TF328397	Adipose_differentiation-related_protein
TF338345	Tetherin
TF105371	HMGB4
TF105371	HMGB1
TF105371	HMGB2
TF105371	HMGB3
TF323669	MSTO1
TF314194	DCTN5
TF313974	C9orf86
TF333321	G_protein-coupled_bile_acid_receptor
TF341862	Signal-regulatory_protein_alpha
TF341862	SIRPB1
TF341862	SIRPG
	FCN1
	FCN2
	SYT3
	SYT9
	SYT6
	SYT13
TF106465	TrkA_receptor
TF106465	TrkC_receptor
TF106465	ROR1
TF106465	ROR2
TF106465	TrkB_receptor
	MEP1A
	MEP1B
	Keratin_2A
	KRT78
	KRT79
	Keratin_1
	Keratin_3
	Keratin_4
	OR2L13
	OR2AK2
	OR2L8
	OR2L2
	OR2AE1
TF336135	C11orf16
	SEMA3C
	SEMA3F
	SEMA3A
TF329807	Ceruloplasmin
TF329807	Factor_V
TF329807	Factor_VIII
	Keratin_20
	BFSP2
	KRT23
	Keratin_18
TF106393	DOT1L
TF324855	MED21
TF331357	PRRT2
	PCDHA9
	PCDHA5
	PCDHA6
	PCDHGC3
	PCDHA3
	Protocadherin_alpha_1
	PCDHA4
	PCDHA12
	PCDHA2
	PCDHAC2
TF330711	PJA1
TF330711	PJA2
TF300461	PPP1CB
TF300461	PPP1CA
TF300461	PPP1CC
	TRIM22
	TRIM6
	TRIM21
	TRIM11
	TRIM68
	TRIM27
	TRIM5alpha
	PDE9A
	PDE8A
	PDE7A
	PDE8B
	BMPR1A
	BMPR1B
	ACVR1
	ACVRL1
	LMX1A
	LMX1B
	LHX6
TF337604	KIAA1949
	OR5V1
	OR5A2
	OR5A1
TF350503	CBX3
TF350503	CBX5_%28gene%29
TF350503	CBX1
	FUT7
	Fucosyltransferase_3
	FUT9
	FUT6
	FUT5
	OR8B4
	OR8B12
	OR8B8
	TPSAB1
	TPSD1
	TPSG1
	MYH7B
	MYH9
	MYH11
	MYH10
	MYH14
	MYH15
	MAGEB2
	HOXD8
	HOXB8
	HOXB7
	HOXC8
	HOXC6
	HOXB2
	HOXB6
	HOXA6
TF319168	B3GNT1
TF319168	LARGE
TF319168	GYLTL1B_%28gene%29
	SLCO1B3
	SLCO1B1
	SLCO1A2
	SLCO2B1
	SLCO2A1
	CAPN1
	CAPN9
	CAPN2
	CAPN3
	GSTP1
	Glutathione_S-transferase_Mu_1
	GSTM3
	GSTM4
	GSTM2
	ADCY1
	ADCY9
	ADCY3
	CYP4A11
	CYP4F3
	CYP4A22
	CYP4Z1
	CYP4F8
	CYP4F11
	CYP4F2
	CYP4B1
	CYP4X1
	CYP4F22
	CYP4F12
	OR5BF1
	OR5AT1
	CRYBB2
	CRYBB3
	CRYBB1
	CRYBA4
	Crystallin%2C_beta_A1
	KLK7
	Trypsin_1
	KLK4
	RGS10
	RGS20
	RGS19
	RGS17
	HOXB5
	HOXD4
	HOXA4
	HOXB4
	HOXC4
	HOXC5
	HOXA5
	HOXA7
	C1QTNF1
	TAAR5
	TAAR6
	TAAR1
	TAAR2
	TAAR8
	SOX9
	SOX18
	SOX10
	SOX8
	5-HT7_receptor
	Alpha-1D_adrenergic_receptor
	Alpha-1B_adrenergic_receptor
	Alpha-1A_adrenergic_receptor
	Histamine_H2_receptor
	Arylsulfatase_E
	Steroid_sulfatase
	Crystallin%2C_gamma_D
	CRYGC
	CRYGB
	CRYGS
	CRYGA
	CRABP1
	CRABP2
	RBP1
	RBP2
	KLK2
	KLK11
	KLK8
	KLK1
	KLK12
	KLK5
	KLK13
	KLK10
	Prostate-specific_antigen
	KLK14
	KLK6
	KLK15
	KLK9
	KLF3
	KLF15
	KLF12
	KLF4
	KLF2
	SOX12
	SRY
	SOX4
	SOX11
	SOX15
	SOX3
	SOX2
	5-HT4_receptor
	Complement_component_4B
	Complement_component_3
	Complement_component_4B
	Complement_component_5
	GPR161
	Neuropeptide_Y_receptor_Y5
	GPR101
	Hypocretin_%28orexin%29_receptor_2
	ADAMTS12
	ADAMTS2
	ADAMTS13
	ADAMTS3
	SLC2A14
	GLUT1
	GLUT4
	TRIM29
	OR4D5
	OR4M2
	OR4N4
	OR4D1
	OR4D2
	OR4M1
	OR4N5
	OR4N2
	PTPRB
	PTPRC
	PTPRO
	ANO1
	S100A5
	S100P
	S100G
	S100A2
	S100A6
	S100B
	S100A3
	S100_calcium-binding_protein_A1
	S100A4
	ST6GALNAC6
	ST6GAL1
	ST6GALNAC4
	PXDN
	Myeloperoxidase
	Lactoperoxidase
	Eosinophil_peroxidase
	KLF5
	KLF6
	KLF8
	KLF7
	FCGRT
	HFE_%28gene%29
	AZGP1
	Major_histocompatibility_complex%2C_class_I-related
	Renin
	Cathepsin_D
	NAPSA
	CD109
	PZP_%28gene%29
TF314770	VPS36
	PTPRH
	PTPRA
	PTPRE
	PTPRJ
	Myelin_oligodendrocyte_glycoprotein
	BTNL2
	Sodium-iodide_symporter
	SLC5A8
	SLC5A6
	ADAMTS10
	OR4E2
	OR12D2
	OR10G3
	OR12D3
	OR10G4
	OR10S1
	OR10G7
	NRP2
	Neuropilin_1
	DCBLD2
	S100A12
	S100A9
	S100A16
	S100A10
	S100A11
	S100A13
	S100_calcium_binding_protein_A8
	REG1A
	CD23
	ST8SIA1
	ST6GALNAC1
	ST8SIA2
	ST8SIA4
TF331410	CCDC3
	F2RL2
	Protease_activated_receptor_2
	P2RY8
	Coagulation_factor_II_receptor
	GPR17
	ZNF225
	ZNF224
	HLA-E
	HLA-G
	HLA-A
	HLA-F
	HLA-B
	HLA-C
	GPR6
	GPR12
	Cannabinoid_receptor_type_1
	Cannabinoid_receptor_type_2
	GPR3
TF332639	NCOA6
	ABCC5
	ABCC4
	ABCC12
	Gastricsin
	PGA5
	PGA5
	Cathepsin_E
	PPIB
	PPIC
	PDCD1LG2
	PD-L1
	VTCN1
	CD276
	ICOSLG
	CD86
	CDH6
	CDH9
	CDH8
	CDH10
	CDH11
	CDH12
	SLC5A4
TF314484	XPNPEP3
	Heterogeneous_nuclear_ribonucleoprotein_A1
	SLC4A3
	SLC4A11
	SLC4A2
	Band_3
	MFGE8
	Oxoeicosanoid_receptor_1
	P2RY11
	P2RY6
	GPR81
	Niacin_receptor_1
	OXGR1
	Niacin_receptor_2
	GPR18
	Langerin
	CLEC4M
	CLEC4A
	DC-SIGN
	REPIN1
	LPAR1
	S1PR4
	S1PR2
	LPAR3
	S1PR5
	LPAR2
	S1PR1
	S1PR3
	Mothers_against_decapentaplegic_homolog_9
	Mothers_against_decapentaplegic_homolog_2
	Mothers_against_decapentaplegic_homolog_5
	Mothers_against_decapentaplegic_homolog_3
	Mothers_against_decapentaplegic_homolog_1
	RANBP2
	PPIF
	Peptidylprolyl_isomerase_A
	HNRNPA0
	HNRPA2B1
	HNRPA3
	VE-cadherin
	SLC4A4
	SLC4A8
	SLC4A5
	SLC4A7
	Corticosteroid_11-beta-dehydrogenase_isozyme_2
	HSD17B2
	BDH1
	MLSTD2
	FGF9
	FGF7
	FGF10
	FGF3
	RAC2
	RAC1
	RAC3
	RhoG
	GPR174
	Platelet-activating_factor_receptor
	LPAR6
	LPAR4
	GPR183
	P2RY10
	LPAR5
	Mothers_against_decapentaplegic_homolog_4
	Mothers_against_decapentaplegic_homolog_7
	Mothers_against_decapentaplegic_homolog_6
	LILRB5
	FCAR
	LILRB4
	LILRA3
	LILRA2
	LILRB2
	LILRA4
	LILRB1
	NCR1
	LILRB3
	KLRC2
	KLRK1
	KLRK1
	KLRC4
	KLRD1
	KLRC2
	SLC26A3
	SLC26A6
	Pendrin
	SLC26A8
	Prestin
	PCDH7
	CDH23
	PCDH1
	Cathepsin_L1
	Cathepsin_L2
	PRAME
	ALDH1B1
	ALDH1A3
	ALDH1A2
	ALDH1A1
	RDH5
	DHRS9
	HSD17B6
	DNAJB4
	DNAJB1
	25-Hydroxyvitamin_D3_1-alpha-hydroxylase
	CYP27C1
	CYP27A1
	CYP24A1
	Aldosterone_synthase
	Steroid_11-beta-hydroxylase
	Cholesterol_side-chain_cleavage_enzyme
	AKT1
	SGK2
	AKT3
	SGK3
	AKT2
	SGK
	FGF1
	FGF5
	FGF6
	FGF4
	Basic_fibroblast_growth_factor
	TRAF4
	TRAF6
	RHOQ
	CDC42
	RHOJ
	P4HA2
	P4HA1
	ELF2
	ELF4
	CLEC12A
	CLEC1A
	OLR1
	CLEC7A
	CLEC1B
	KLRG1
	LAIR2
	KIR2DL4
	OSCAR_%28gene%29
	LAIR1
	KIR3DL3
	KIR3DL2
	KIR2DL1
	GPVI
	IGSF1
	KIR3DL2
	P2RY2
	P2RY4
	P2RY1
	SUCNR1
	Cysteinyl_leukotriene_receptor_2
	Cysteinyl_leukotriene_receptor_1
	NEK6
	ROBO3
	ROBO1
	SDK2
	WWP2
	SMURF1
	SMURF2
	WWP1
	PRKRIR
	Neuronal_calcium_sensor-1
	Choline_acetyltransferase
	CROT_%28gene%29
	CRAT_%28gene%29
	RALA
	RALB
	MRAS
	SCN10A
	Nav1.4
	Nav1.5
	Nav1.9
	DNAH9
	DNAH11
	SLC26A2
	SLC26A7
	Cathepsin_K
	Cathepsin_S
	TRAM2
	LASS1
	ETV7
	EHF_%28gene%29
	ETV6
	SPDEF
	ELF5
	DNAJA1
	DNAJA2
	PCDH20
	PCDH11X
	PRKCQ
	PRKCD
	Protein_kinase_M_zeta/Protein_kinase_C_zeta
	PRKCI
	CD36
	SCARB2
	SCARB1
	SLC39A7
	Neuropeptide_S_receptor
	GPR150
	GNRHR
	TRAF5
	TRAF2
	TRAF3
	TRAF1
	HES1
	HES5
	Nav1.1
	Nav1.2
	Nav1.7
	SCN3A
	SCN7A
	SCN8A
	CNTN3
	CNTN1
	CNTN4
	CNTN2
	SLC1A4
	SLC1A1
	Excitatory_amino-acid_transporter_4
	Glutamate_aspartate_transporter
	SLC1A5
	RAP1A
	RAP2A
	RAP1B
	RAP2B
TF316876	FREM2
TF316876	CSPG4
TF316876	FRAS1
TF316876	FREM1
	KRAS
	RRAS2
	HRAS
	Neuroblastoma_RAS_viral_oncogene_homolog
	RRAS
	STK4
	RP6-213H19.1
	STK3
	STK25
	KCNH5
	HERG
	KCNH7
	KCNH6
	KCNH1
	Hippocalcin
	VSNL1
	HPCAL4
	HPCAL1
	PSMD10
	DUSP6
	DUSP7
	DUSP16
	DUSP10
	LASS2
	NEDD4L
	NEDD4
	DYNC2H1
	DNAH5
	CD5L
	CD6
	PLXNB1
	PLXNB3
	PLXNB2
	PLXND1
	RAB1B
	RAB1A
	GNG4
	GNG5
	GNG7
	GNG12
	GNG3
	GNG2
	ACTL7A
	Excitatory_amino-acid_transporter_5
	SLC1A2
	Arginine_vasopressin_receptor_1A
	Arginine_vasopressin_receptor_1B
	Oxytocin_receptor
	Arginine_vasopressin_receptor_2
	PIM1
	PIM2_%28gene%29
	TMPRSS2
	HPN_%28gene%29
	HES6
	GZMA
	GZMK
	P70-S6_Kinase_1
	RPS6KB2
	GPR110
	GPR113
	GPR111
	GPR115
	GPR116
	CD29
	CD18
	ITGB4
	ITGB7
	ASZ1
	CPN1
	CPXM1
	KCNH3
	KCNH8
	KCNH4
	PLXNA3
	PLXNA2
	Plexin_A1
	DUSP5
	DUSP1
	DUSP2
	DUSP4
	RAB33A
	RAB33B
	SLC38A1
	SLC38A2
	FGFRL1
	TRPC4
	TRPC5
	TRPC1
	ACTA2
	ACTG2
	Actin%2C_alpha_1
	ACTC1
	GNGT1
	GNG13
	GNG11
	GNGT2
	RPS6KA2
	RPS6KA4
	RPS6KA1
	RPS6KA5
	RPS6KA3
	Tissue_transglutaminase
	Coagulation_factor_XIII%2C_A1_polypeptide
	TGM4
	Keratinocyte_transglutaminase
	TMPRSS3
	CORIN
	Plasmin
	STOM
	HSPA8
	HSPA1L
	HSPA2
	HSPA6
	DPP8
	Fibroblast_activation_protein%2C_alpha
	DPP9
	Dipeptidyl_peptidase-4
	GZMH
	GZMB
	Cathepsin_G
	CMA1
	CPZ_%28gene%29
	Carboxypeptidase_E
	CPD_%28gene%29
	CPM_%28gene%29
	COCH
	VWA2
	EMR2
	ELTD1
	EMR1
	EMR3
	CD97
	Integrin%2C_beta_5
	CD61
	ITGB8
	Integrin%2C_beta_6
	TSSK2
	CYP17A1
	21-Hydroxylase
	CYP2U1
	CHPF
	SLC36A1
	SLC36A2
	PDE6B
	PDE6C
	PDE6A
	PDE2A
	PDE10A
	TRPC7
	TRPC3
	TRPC6
	CD5_%28protein%29
	DMBT1
	CD163
	Fibroblast_growth_factor_receptor_1
	Fibroblast_growth_factor_receptor_3
	Fibroblast_growth_factor_receptor_2
	Fibroblast_growth_factor_receptor_4
	TGM3
	Protein_4.2
	STOML1
	STOML2
	NPHS2
	DPP6
	DPP10
	KIF13A
	CAPG
	Gelsolin
	SCIN
	SNF1LK
	SNF1LK2
	KIAA0999
	MATN2
	MATN3
	MATN1
	OSBP2
	OSBPL2
	OSBP
	OSBPL1A
	Butyrophilin%2C_subfamily_3%2C_member_A1
	Butyrophilin%2C_subfamily_1%2C_member_A1
	BTN3A3
	Butyrophilin%2C_subfamily_2%2C_member_A2
	ERMAP
	TRPM5
	TRPM8
	TRPM2
	TRPM4
	TMED2
	CHSY1
	ChGn
	Furin
	PCSK4
	PCSK7
	Proprotein_convertase_1
	CYP1A2
	CYP1B1
	Cytochrome_P450%2C_family_1%2C_member_A1
	KIF14
	KIF1A
	KIF1C
	KIF1B
	Alpha_1-antichymotrypsin
	Thyroxine-binding_globulin
	SERPINA9
	Protein_C_inhibitor
	SERPINA4
	PDE11A
	CGMP-specific_phosphodiesterase_type_5
	FLII
	MYL7
	MYL2
	MARK4
	MARK3
	MARK2
	MARK1
	ARF5
	ARF6
TF350399	BNC2
TF350399	BNC1
	YWHAE
	TMED1
	Alpha-lactalbumin
	TRPM7
	TRPM3
	TRPM6
	TRPM1
	Colony_stimulating_factor_1_receptor
	CD117
	CD135
	TAGLN2
	TAGLN
	TAGLN3
	TMC6
	TMC2
	TMC1
	OSBPL3
	CORO2A
	RNF39
	Surfactant_protein_D
	Mannan-binding_lectin
	SLC24A5
	NKX2-2
	SERPINA6
	Angiotensin
	Alpha_1-antitrypsin
	YWHAB
	YWHAG
	YWHAH
	YWHAZ
	Stratifin
	ARF3
	ARF1
	ARF4
	PCSK6
	Proprotein_convertase_2
	MYL9
	MRCL3
	SV2A
	SV2B
	CNGB1
	Cyclic_nucleotide_gated_channel_beta_3
	PDGFRB
	PDGFRA
	FLT1
	Kinase_insert_domain_receptor
	FLT4
	P110%CE%B4
	P110%CE%B1
	PIK3CB
	PIK3CG
TF344145	FAM83H
	DUSP13
	SPACA3
	Lysozyme
	HS3ST2
	HS3ST3A1
	HS3ST3B1
	CLEC3B
	CLEC11A
	Insulin_receptor
	Insulin-like_growth_factor_1_receptor
	INSRR
	IRF8
	IRF5
	IRF4
	IRF6
	IRF9
	CORO1A
	CORO1C
	NKX2-5
	NKX2-3
	NK2_homeobox_1
	STX11
	MOGAT2
	RAB21
	RAB17
	DYNLT1
	DYNLT3
	EEF1A2
	Eukaryotic_translation_elongation_factor_1_alpha_1
	MCF2L
	MCF2
	RNF13
	TMC8
	HCN4
	HCN2
	HCN3
	HCN1
	CACNA2D2
	CACNA2D1
	DUSP3
	DUSP19
	BEST2
	Bestrophin_1
	KLC3
	KLC4
	KLC1
	KLC1
	KLC2
	PIK3C2G
	PIK3C2B
	PIK3C2A
	L3MBTL
	STX1A
	STX1B
	STX2
	STX4
	Syntaxin_3
	HS3ST1
	Leukocyte_receptor_tyrosine_kinase
	ROS1_%28gene%29
	Anaplastic_lymphoma_kinase
	Rev-ErbA_alpha
	Rev-ErbA_beta
	GATA4
	GATA2
	GATA5
	GATA6
	RAB5C
	RAB5A
	RAB5B
	IRF1
	IRF2
	IRF7
	IRF3
